oid,platformname_1,datetime_1,speed_km_hr_1,distance_1_sec_1,bearing,point_x,point_y,point_z,platformtypename
-1,Mako1,10/3/2018 0:07,60,16.66666667,303.3591253,-67.10922179,18.51618456,0,Speed Boat
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72037026,-67.13534661,18.49729295,0,Vehicle
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,257.0337105,-67.13688176,18.4905784,0,Aircraft
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,259.3706354,-67.13880664,18.49007716,0,Aircraft
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72037026,-67.13528163,18.49742087,0,Vehicle
-1,Mako1,10/3/2018 0:07,60,16.66666667,302.9076029,-67.10934619,18.51626356,0,Speed Boat
-1,Neptune1,10/3/2018 0:07,40,11.11111111,342.8631506,-67.02635873,18.51053154,0,Ship
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72067997,-67.13521666,18.49754878,0,Vehicle
-1,Mako1,10/3/2018 0:07,60,16.66666667,302.4548984,-67.10947124,18.51634162,0,Speed Boat
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,260.6783852,-67.14075184,18.4896524,0,Aircraft
-1,Neptune1,10/3/2018 0:07,40,11.11111111,342.9711625,-67.02638832,18.51062194,0,Ship
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,262.1717163,-67.14271376,18.4893032,0,Aircraft
-1,Neptune1,10/3/2018 0:07,40,11.11111111,343.0801227,-67.02641773,18.51071238,0,Ship
-1,Mako1,10/3/2018 0:07,60,16.66666667,302.0005731,-67.10959694,18.51641875,0,Speed Boat
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72037027,-67.13515168,18.4976767,0,Vehicle
-1,Neptune1,10/3/2018 0:07,40,11.11111111,343.188979,-67.02644696,18.51080288,0,Ship
-1,Mako1,10/3/2018 0:07,60,16.66666667,302.0005731,-67.10972327,18.51649494,0,Speed Boat
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,264.0771313,-67.14468362,18.48899655,0,Aircraft
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72051945,-67.13508671,18.49780462,0,Vehicle
-1,Mako1,10/3/2018 0:07,60,16.66666667,302.0005731,-67.10985024,18.51657017,0,Speed Boat
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,266.4263453,-67.1466612,18.48873869,0,Aircraft
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72051945,-67.13502173,18.49793254,0,Vehicle
-1,Neptune1,10/3/2018 0:07,40,11.11111111,343.2978418,-67.02647601,18.51089343,0,Ship
-1,Mako1,10/3/2018 0:07,60,16.66666667,302.0005731,-67.10997783,18.51664444,0,Speed Boat
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72051945,-67.13495676,18.49806045,0,Vehicle
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,269.2685493,-67.14864668,18.48854335,0,Aircraft
-1,Neptune1,10/3/2018 0:07,40,11.11111111,343.4066995,-67.02650488,18.51098404,0,Ship
-1,Neptune1,10/3/2018 0:07,40,11.11111111,343.5157083,-67.02653357,18.51107469,0,Ship
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72051945,-67.13489178,18.49818837,0,Vehicle
-1,Mako1,10/3/2018 0:07,60,16.66666667,300.1740591,-67.11010605,18.51671775,0,Speed Boat
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,272.6664819,-67.15063889,18.48842535,0,Aircraft
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72037026,-67.13482681,18.49831628,0,Vehicle
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,276.688732,-67.15263474,18.48840118,0,Aircraft
-1,Neptune1,10/3/2018 0:07,40,11.11111111,343.6255045,-67.02656207,18.5111654,0,Ship
-1,Mako1,10/3/2018 0:07,60,16.66666667,299.7154169,-67.11023487,18.51679009,0,Speed Boat
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72037026,-67.13476183,18.4984442,0,Vehicle
-1,Mako1,10/3/2018 0:07,60,16.66666667,299.256181,-67.11036431,18.51686145,0,Speed Boat
-1,Neptune1,10/3/2018 0:07,40,11.11111111,343.7347211,-67.02659039,18.51125616,0,Ship
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,281.3956729,-67.15462849,18.48848924,0,Aircraft
-1,Neptune1,10/3/2018 0:07,40,11.11111111,343.8443453,-67.02661853,18.51134697,0,Ship
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,286.6735151,-67.15661068,18.4887097,0,Aircraft
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72037026,-67.13469686,18.49857212,0,Vehicle
-1,Mako1,10/3/2018 0:07,60,16.66666667,298.796124,-67.11049434,18.51693182,0,Speed Boat
-1,Neptune1,10/3/2018 0:07,40,11.11111111,343.9539681,-67.02664649,18.51143783,0,Ship
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,290.5737848,-67.15856694,18.48908365,0,Aircraft
-1,Mako1,10/3/2018 0:07,60,16.66666667,298.3353312,-67.11062496,18.5170012,0,Speed Boat
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72037026,-67.13463188,18.49870003,0,Vehicle
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72037026,-67.13456691,18.49882795,0,Vehicle
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,297.1706044,-67.16047863,18.48962667,0,Aircraft
-1,Mako1,10/3/2018 0:07,60,16.66666667,297.8745736,-67.11075616,18.51706959,0,Speed Boat
-1,Neptune1,10/3/2018 0:07,40,11.11111111,343.9539681,-67.02667426,18.51152874,0,Ship
-1,Neptune1,10/3/2018 0:07,40,11.11111111,343.9539681,-67.02670185,18.5116197,0,Ship
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72020974,-67.13450193,18.49895586,0,Vehicle
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,297.1706044,-67.16234708,18.49029179,0,Aircraft
-1,Mako1,10/3/2018 0:07,60,16.66666667,297.4132723,-67.11088794,18.51713697,0,Speed Boat
-1,Mako1,10/3/2018 0:07,60,16.66666667,296.9106644,-67.11102029,18.51720334,0,Speed Boat
-1,Neptune1,10/3/2018 0:07,40,11.11111111,343.9539681,-67.02672925,18.51171071,0,Ship
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72067997,-67.13443696,18.49908378,0,Vehicle
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,297.1706044,-67.16412155,18.49115558,0,Aircraft
-1,Neptune1,10/3/2018 0:07,40,11.11111111,344.3934666,-67.02675647,18.51180177,0,Ship
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72067997,-67.13437198,18.49921169,0,Vehicle
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,297.1706044,-67.16576666,18.4922261,0,Aircraft
-1,Mako1,10/3/2018 0:07,60,16.66666667,296.2727879,-67.1111532,18.51726871,0,Speed Boat
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72067997,-67.134307,18.49933961,0,Vehicle
-1,Mako1,10/3/2018 0:07,60,16.66666667,295.6433364,-67.1112867,18.51733296,0,Speed Boat
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,324.7340625,-67.1672764,18.49346328,0,Aircraft
-1,Neptune1,10/3/2018 0:07,40,11.11111111,344.503823,-67.02678351,18.51189288,0,Ship
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,324.7340625,-67.16862998,18.49485307,0,Aircraft
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72067997,-67.13424203,18.49946753,0,Vehicle
-1,Mako1,10/3/2018 0:07,60,16.66666667,295.0346712,-67.11142095,18.5173958,0,Speed Boat
-1,Neptune1,10/3/2018 0:07,40,11.11111111,344.6141777,-67.02681036,18.51198404,0,Ship
-1,Badger1,10/3/2018 0:07,60,16.66666667,25.72037026,-67.13417705,18.49959544,0,Vehicle
-1,Neptune1,10/3/2018 0:07,40,11.11111111,344.7244838,-67.02683703,18.51207525,0,Ship
-1, Sparrow1,10/3/2018 0:07,800,222.2222222,324.7340625,-67.16978191,18.49639791,0,Aircraft
-1,Mako1,10/3/2018 0:07,60,16.66666667,294.4467999,-67.11155593,18.51745724,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,344.8344739,-67.02686351,18.5121665,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,324.7340625,-67.17077401,18.49804018,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72037026,-67.13411208,18.49972336,0,Vehicle
-1,Mako1,10/3/2018 0:08,60,16.66666667,293.880357,-67.11169158,18.51751732,0,Speed Boat
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,337.0688532,-67.17166384,18.49973464,0,Aircraft
-1,Mako1,10/3/2018 0:08,60,16.66666667,293.3344621,-67.11182787,18.51757607,0,Speed Boat
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72037026,-67.1340471,18.49985127,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,344.9457796,-67.02688981,18.51225781,0,Ship
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72037026,-67.13398213,18.49997919,0,Vehicle
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,337.0688532,-67.17244146,18.50147775,0,Aircraft
-1,Mako1,10/3/2018 0:08,60,16.66666667,292.8087575,-67.11196478,18.51763354,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,345.056359,-67.02691592,18.51234916,0,Ship
-1,Neptune1,10/3/2018 0:08,40,11.11111111,345.1670395,-67.02694185,18.51244056,0,Ship
-1,Mako1,10/3/2018 0:08,60,16.66666667,292.3040113,-67.11210225,18.51768977,0,Speed Boat
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,337.0688532,-67.17309119,18.50326739,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72037026,-67.13391715,18.5001071,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,345.2780115,-67.02696759,18.51253201,0,Ship
-1,Mako1,10/3/2018 0:08,60,16.66666667,292.3040113,-67.11224026,18.51774481,0,Speed Boat
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72051945,-67.13385218,18.50023502,0,Vehicle
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,344.6670517,-67.17361897,18.50509276,0,Aircraft
-1,Mako1,10/3/2018 0:08,60,16.66666667,292.3040113,-67.11237878,18.51779869,0,Speed Boat
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,344.6670517,-67.17402771,18.50694539,0,Aircraft
-1,Neptune1,10/3/2018 0:08,40,11.11111111,345.3888232,-67.02699314,18.5126235,0,Ship
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72051945,-67.1337872,18.50036293,0,Vehicle
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72051945,-67.13372223,18.50049085,0,Vehicle
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,353.4086448,-67.17432383,18.50881728,0,Aircraft
-1,Neptune1,10/3/2018 0:08,40,11.11111111,345.5001345,-67.0270185,18.51271504,0,Ship
-1,Mako1,10/3/2018 0:08,60,16.66666667,292.3040113,-67.11251777,18.51785145,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,345.6111897,-67.02704368,18.51280663,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,353.4086448,-67.17455296,18.51069763,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72051945,-67.13365725,18.50061876,0,Vehicle
-1,Mako1,10/3/2018 0:08,60,16.66666667,290.4843848,-67.11265721,18.51790315,0,Speed Boat
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72082916,-67.13359228,18.50074668,0,Vehicle
-1,Mako1,10/3/2018 0:08,60,16.66666667,290.0786481,-67.11279707,18.51795382,0,Speed Boat
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,353.4086448,-67.17466924,18.51258695,0,Aircraft
-1,Neptune1,10/3/2018 0:08,40,11.11111111,345.7226295,-67.02706867,18.51289826,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,2.048154159,-67.17459793,18.51447764,0,Aircraft
-1,Mako1,10/3/2018 0:08,60,16.66666667,289.6920962,-67.11293732,18.5180035,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,345.8336872,-67.02709348,18.51298994,0,Ship
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72037026,-67.1335273,18.50087459,0,Vehicle
-1,Mako1,10/3/2018 0:08,60,16.66666667,289.3249917,-67.11307794,18.51805224,0,Speed Boat
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72037026,-67.13346233,18.5010025,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,345.8336872,-67.02711809,18.51308166,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,2.048154159,-67.17425281,18.51633995,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72037026,-67.13339735,18.50113042,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,345.8336872,-67.02714252,18.51317343,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,24.81901009,-67.17360872,18.51813034,0,Aircraft
-1,Mako1,10/3/2018 0:08,60,16.66666667,288.9765645,-67.11321891,18.51810007,0,Speed Boat
-1,Mako1,10/3/2018 0:08,60,16.66666667,288.6468271,-67.11336019,18.51814705,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,345.8336872,-67.02716676,18.51326525,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,24.81901009,-67.17277122,18.51984751,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72037026,-67.13333238,18.50125833,0,Vehicle
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,24.81901009,-67.17170799,18.52144805,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72051945,-67.1332674,18.50138625,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,346.280429,-67.02719081,18.51335711,0,Ship
-1,Mako1,10/3/2018 0:08,60,16.66666667,288.3362388,-67.11350177,18.51819322,0,Speed Boat
-1,Mako1,10/3/2018 0:08,60,16.66666667,288.0435829,-67.11364363,18.51823861,0,Speed Boat
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72037026,-67.13320242,18.50151416,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,346.3924891,-67.02721467,18.51344901,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,38.7457333,-67.17045913,18.52292371,0,Aircraft
-1,Mako1,10/3/2018 0:08,60,16.66666667,287.769621,-67.11378575,18.51828327,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,346.5040461,-67.02723834,18.51354096,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,38.7457333,-67.16907656,18.52428844,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72037026,-67.13313745,18.50164207,0,Vehicle
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72037026,-67.13307247,18.50176999,0,Vehicle
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,43.84857859,-67.16760105,18.52556298,0,Aircraft
-1,Neptune1,10/3/2018 0:08,40,11.11111111,346.6162451,-67.02726183,18.51363295,0,Ship
-1,Mako1,10/3/2018 0:08,60,16.66666667,287.5138015,-67.1139281,18.51832725,0,Speed Boat
-1,Mako1,10/3/2018 0:08,60,16.66666667,287.2760129,-67.11407068,18.51837057,0,Speed Boat
-1,Badger1,10/3/2018 0:08,60,16.66666667,25.72037026,-67.1330075,18.5018979,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,346.7286838,-67.02728512,18.51372498,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,50.36462922,-67.16606379,18.52677033,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,26.49385934,-67.13294252,18.50202581,0,Vehicle
-1,Mako1,10/3/2018 0:08,60,16.66666667,287.056678,-67.11421346,18.51841329,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,346.8405009,-67.02730822,18.51381706,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,50.36462922,-67.16448955,18.52793417,0,Aircraft
-1,Mako1,10/3/2018 0:08,60,16.66666667,286.8553579,-67.11435642,18.51845546,0,Speed Boat
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,52.0560628,-67.16289986,18.52907903,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,26.49385934,-67.13287755,18.50215373,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,346.9524699,-67.02733114,18.51390918,0,Ship
-1,Badger1,10/3/2018 0:08,60,16.66666667,26.49385934,-67.13281077,18.50228078,0,Vehicle
-1,Mako1,10/3/2018 0:08,60,16.66666667,286.671518,-67.11449956,18.5184971,0,Speed Boat
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,54.2852233,-67.16127916,18.53018385,0,Aircraft
-1,Neptune1,10/3/2018 0:08,40,11.11111111,347.0651765,-67.02735386,18.51400134,0,Ship
-1,Mako1,10/3/2018 0:08,60,16.66666667,286.5056431,-67.11464284,18.51853826,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,347.1777234,-67.02737639,18.51409354,0,Ship
-1,Badger1,10/3/2018 0:08,60,16.66666667,26.49385934,-67.13274122,18.50240651,0,Vehicle
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,54.2852233,-67.15961082,18.53122298,0,Aircraft
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,61.34094826,-67.15789915,18.53219671,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112644,-67.13267166,18.50253224,0,Vehicle
-1,Mako1,10/3/2018 0:08,60,16.66666667,286.3584417,-67.11478627,18.51857899,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,347.2903122,-67.02739874,18.51418579,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,61.34094826,-67.15614758,18.5331044,0,Aircraft
-1,Mako1,10/3/2018 0:08,60,16.66666667,286.22844,-67.11492982,18.51861932,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,347.4026761,-67.02742089,18.51427807,0,Ship
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112644,-67.13260211,18.50265797,0,Vehicle
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,61.34094826,-67.15435887,18.53394446,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112644,-67.13253256,18.5027837,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,347.5152661,-67.02744285,18.5143704,0,Ship
-1,Mako1,10/3/2018 0:08,60,16.66666667,286.116809,-67.11507348,18.51865931,0,Speed Boat
-1,Mako1,10/3/2018 0:08,60,16.66666667,286.0229883,-67.11521723,18.51869898,0,Speed Boat
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,69.17323266,-67.15253424,18.53471181,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112644,-67.13246301,18.50290943,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,347.6284199,-67.02746462,18.51446277,0,Ship
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112644,-67.13239346,18.50303516,0,Vehicle
-1,Mako1,10/3/2018 0:08,60,16.66666667,285.8944495,-67.11536107,18.51873839,0,Speed Boat
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,69.17323266,-67.15066864,18.53538467,0,Aircraft
-1,Neptune1,10/3/2018 0:08,40,11.11111111,347.7409442,-67.02748619,18.51455518,0,Ship
-1,Mako1,10/3/2018 0:08,60,16.66666667,285.6767543,-67.11550497,18.51877758,0,Speed Boat
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,69.17323266,-67.1487717,18.5359738,0,Aircraft
-1,Neptune1,10/3/2018 0:08,40,11.11111111,347.7409442,-67.02750758,18.51464763,0,Ship
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112644,-67.1323239,18.50316089,0,Vehicle
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,73.90799831,-67.14685373,18.53649839,0,Aircraft
-1,Neptune1,10/3/2018 0:08,40,11.11111111,347.7409442,-67.02752877,18.51474012,0,Ship
-1,Mako1,10/3/2018 0:08,60,16.66666667,285.453301,-67.11564896,18.51881646,0,Speed Boat
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112645,-67.13225435,18.50328662,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,347.7409442,-67.02754977,18.51483265,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,73.90799831,-67.14492254,18.53697754,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112645,-67.1321848,18.50341235,0,Vehicle
-1,Mako1,10/3/2018 0:08,60,16.66666667,285.2262943,-67.11579311,18.51885482,0,Speed Boat
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,75.33541822,-67.1429842,18.53743013,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112645,-67.13211525,18.50353808,0,Vehicle
-1,Mako1,10/3/2018 0:08,60,16.66666667,284.9954112,-67.11593742,18.51889265,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,348.1930079,-67.02757058,18.51492521,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,76.54234668,-67.14104277,18.53787061,0,Aircraft
-1,Mako1,10/3/2018 0:08,60,16.66666667,284.7610266,-67.11608188,18.51892993,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,348.3057727,-67.0275912,18.51501782,0,Ship
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112645,-67.1320457,18.50366381,0,Vehicle
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,76.54234668,-67.13909481,18.53828433,0,Aircraft
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112644,-67.13197614,18.50378954,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,348.4194429,-67.02761162,18.51511046,0,Ship
-1,Mako1,10/3/2018 0:08,60,16.66666667,284.7610266,-67.1162265,18.51896666,0,Speed Boat
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112644,-67.13190659,18.50391527,0,Vehicle
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,78.37001146,-67.13713956,18.53866587,0,Aircraft
-1,Neptune1,10/3/2018 0:08,40,11.11111111,348.5330112,-67.02763185,18.51520314,0,Ship
-1,Mako1,10/3/2018 0:08,60,16.66666667,284.7610266,-67.11637128,18.51900284,0,Speed Boat
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112644,-67.13183704,18.504041,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,348.6458745,-67.02765189,18.51529586,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,78.37001146,-67.13517717,18.53901283,0,Aircraft
-1,Mako1,10/3/2018 0:08,60,16.66666667,284.7610266,-67.11651622,18.51903843,0,Speed Boat
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,81.79585477,-67.13320788,18.53932267,0,Aircraft
-1,Mako1,10/3/2018 0:08,60,16.66666667,283.7821075,-67.11666131,18.51907345,0,Speed Boat
-1,Neptune1,10/3/2018 0:08,40,11.11111111,348.7598469,-67.02767173,18.51538862,0,Ship
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112644,-67.13176749,18.50416672,0,Vehicle
-1,Badger1,10/3/2018 0:08,60,16.66666667,27.68112644,-67.13169794,18.50429245,0,Vehicle
-1,Neptune1,10/3/2018 0:08,40,11.11111111,348.8727102,-67.02769138,18.51548141,0,Ship
-1,Mako1,10/3/2018 0:08,60,16.66666667,283.5270489,-67.11680656,18.51910787,0,Speed Boat
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,81.79585477,-67.13123209,18.53959275,0,Aircraft
-1,Neptune1,10/3/2018 0:08,40,11.11111111,348.9867854,-67.02771084,18.51557425,0,Ship
-1, Sparrow1,10/3/2018 0:08,800,222.2222222,81.79585477,-67.12925036,18.53982026,0,Aircraft
-1,Mako1,10/3/2018 0:08,60,16.66666667,283.2680586,-67.11695197,18.51914169,0,Speed Boat
