OBJECTID,DateTime,PlatformType,Speed_km_hr,Distance_1_sec,PlatformName,DateTimeSim,BEARING,POINT_X,POINT_Y,POINT_Z
38,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:05:52,302.454608327961580,-67.109471241424345,18.516341621948094,0.000000000000000
39,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:05:52,25.720370262746897,-67.135216657277340,18.497548784926678,0.000000000000000
40,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:05:52,342.971464508673364,-67.026388321160454,18.510621937333770,0.000000000000000
41,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:05:53,262.171705766377841,-67.142713764203336,18.489303199451960,0.000000000000000
42,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:05:53,302.000864639178019,-67.109596937271462,18.516418750966466,0.000000000000000
43,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:05:53,343.079822550060953,-67.026417731998009,18.510712384044915,0.000000000000000
44,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:05:53,25.720370262746897,-67.135151682990241,18.497676701175152,0.000000000000000
45,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:05:54,264.077156922888378,-67.144683617249669,18.488996550092970,0.000000000000000
46,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:05:54,302.000864639178019,-67.109723271820641,18.516494936143065,0.000000000000000
47,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:05:54,343.189128115960898,-67.026446962274235,18.510802883522324,0.000000000000000
48,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:05:54,25.720679975453123,-67.135086707804845,18.497804618180012,0.000000000000000
49,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:05:55,343.297693563298935,-67.026476011989118,18.510893434914074,0.000000000000000
50,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:05:55,25.720679975453123,-67.135021732619435,18.497932535089276,0.000000000000000
51,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:05:55,302.000864639178019,-67.109850239682004,18.516570168961007,0.000000000000000
52,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:05:55,266.426340466474642,-67.146661196710625,18.488738693934607,0.000000000000000
53,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:05:56,269.268548618924797,-67.148646684046000,18.488543345055398,0.000000000000000
54,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:05:56,343.406699521700375,-67.026504879346007,18.510984039071921,0.000000000000000
55,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:05:56,25.720679975453123,-67.134956757434026,18.498060451903051,0.000000000000000
56,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:05:56,302.000864639178019,-67.109977833669021,18.516644443458866,0.000000000000000
57,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:05:57,343.516349055025557,-67.026533565243255,18.511074694292102,0.000000000000000
58,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:05:57,25.720679975453123,-67.134891782248616,18.498188367769348,0.000000000000000
59,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:05:57,300.174356319155208,-67.110106047493460,18.516717752823414,0.000000000000000
60,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:05:57,272.666458545864316,-67.150638888987302,18.488425347224833,0.000000000000000
61,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:05:58,343.625359162292284,-67.026562068782525,18.511165401426364,0.000000000000000
62,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:05:58,25.720519457128404,-67.134826807063220,18.498316283540117,0.000000000000000
63,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:05:58,299.715288756212658,-67.110234873968821,18.516790088537810,0.000000000000000
64,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:05:58,276.688734977120475,-67.152634737497692,18.488401181612172,0.000000000000000
65,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:05:59,343.734721089900688,-67.026590390862140,18.511256160474616,0.000000000000000
66,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:05:59,25.720519457128404,-67.134761830979500,18.498444200067258,0.000000000000000
67,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:05:59,299.256312875828883,-67.110364305908604,18.516861446344258,0.000000000000000
68,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:05:59,281.395677957371220,-67.154628485745604,18.488489242741103,0.000000000000000
69,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:00,25.720519457128404,-67.134696855794076,18.498572115646922,0.000000000000000
70,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:00,343.844345300248165,-67.026618529685464,18.511346969733143,0.000000000000000
71,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:00,298.795657161663769,-67.110494336126266,18.516931818577660,0.000000000000000
72,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:00,286.673512608294800,-67.156610678058456,18.488709703771516,0.000000000000000
73,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:01,290.573769710278270,-67.158566943179238,18.489083650770031,0.000000000000000
74,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:01,343.953472629225985,-67.026646485252499,18.511437830053694,0.000000000000000
75,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:01,25.720519457128404,-67.134631880608680,18.498700031982938,0.000000000000000
76,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:01,298.335494361237011,-67.110624957435277,18.517001200980207,0.000000000000000
77,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:02,297.170616229752682,-67.160478632969244,18.489626667376264,0.000000000000000
78,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:02,297.874573621909917,-67.110756162649125,18.517069585034974,0.000000000000000
79,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:02,343.953472629225985,-67.026674258461583,18.511528740584286,0.000000000000000
80,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:02,25.720370262746897,-67.134566905423270,18.498827948223436,0.000000000000000
81,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:03,297.170616229752682,-67.162347081427512,18.490291792921049,0.000000000000000
82,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:03,343.953472629225985,-67.026701847516037,18.511619701324911,0.000000000000000
83,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:03,25.720679975242106,-67.134501930237860,18.498955863516471,0.000000000000000
84,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:03,297.413272290425766,-67.110887941886347,18.517136968187820,0.000000000000000
85,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:04,297.170616229752682,-67.164121552573192,18.491155576050762,0.000000000000000
86,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:04,25.720370257189103,-67.134436955052450,18.499083779565868,0.000000000000000
87,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:04,296.910664442892653,-67.111020289757064,18.517203342773584,0.000000000000000
88,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:04,343.953472629225985,-67.026729253314215,18.511710712275487,0.000000000000000
89,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:05,297.170616229752682,-67.165766662643207,18.492226101159151,0.000000000000000
90,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:05,25.720370257189103,-67.134371978968730,18.499211695519694,0.000000000000000
91,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:05,344.393108729979758,-67.026756474957807,18.511801772584025,0.000000000000000
92,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:05,296.272787919956954,-67.111153196379774,18.517268705386247,0.000000000000000
93,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:06,324.734074815829558,-67.167276402802926,18.493463282076281,0.000000000000000
94,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:06,295.643485203293721,-67.111286702178703,18.517332959772695,0.000000000000000
95,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:06,25.720370257189103,-67.134307003783320,18.499339610526086,0.000000000000000
96,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:06,344.503822998132364,-67.026783511548430,18.511892882250521,0.000000000000000
97,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:07,25.720370257189103,-67.134242028597910,18.499467525436920,0.000000000000000
98,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:07,295.034671235609153,-67.111420954477481,18.517395801839207,0.000000000000000
99,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:07,344.614040846343755,-67.026810363984495,18.511984041274886,0.000000000000000
100,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:07,324.734074815829558,-67.168629979735314,18.494853072997774,0.000000000000000
101,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:08,344.724483825431207,-67.026837031367620,18.512075248805168,0.000000000000000
102,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:08,294.446799875378190,-67.111555926326702,18.517457240105330,0.000000000000000
103,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:08,25.720519451359507,-67.134177053412500,18.499595441104127,0.000000000000000
104,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:08,324.734074815829558,-67.169781907217356,18.496397911788208,0.000000000000000
105,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:09,25.720519451359507,-67.134112078227105,18.499723356675791,0.000000000000000
106,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:09,344.834971631056874,-67.026863513697833,18.512166504841311,0.000000000000000
107,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:09,293.880496144910467,-67.111691579098817,18.517517315459319,0.000000000000000
108,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:09,324.734074815829558,-67.170774009936679,18.498040179998586,0.000000000000000
109,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:10,25.720519451359507,-67.134047103041695,18.499851271299981,0.000000000000000
110,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:10,344.945415565452151,-67.026889810975135,18.512257808531452,0.000000000000000
111,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:10,293.334146492196737,-67.111827875064535,18.517576068789268,0.000000000000000
112,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:10,337.068846841799143,-67.171663834904948,18.499734639180016,0.000000000000000
113,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:11,25.720519451359507,-67.133982127856285,18.499979186680495,0.000000000000000
114,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:11,292.808941101341077,-67.111964776494673,18.517633540983226,0.000000000000000
115,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:11,337.068846841799143,-67.172441459325270,18.501477752451244,0.000000000000000
116,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:11,345.056724295306935,-67.026915922301214,18.512349160727265,0.000000000000000
117,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:12,25.720519451359507,-67.133917152670875,18.500107101965501,0.000000000000000
118,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:12,337.068846841799143,-67.173091186026511,18.503267385222088,0.000000000000000
119,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:12,292.304011300775755,-67.112102249253226,18.517689773780930,0.000000000000000
120,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:12,345.166672991285850,-67.026941846777717,18.512440560576895,0.000000000000000
121,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:13,25.720519457128404,-67.133852177485466,18.500235017154939,0.000000000000000
122,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:13,292.304011300775755,-67.112240261000863,18.517744808070287,0.000000000000000
123,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:13,345.278011459808340,-67.026967586201323,18.512532007228387,0.000000000000000
124,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:13,344.667038108066208,-67.173618966351128,18.505092758187661,0.000000000000000
125,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:14,345.389192058274034,-67.026993137877071,18.512623501533561,0.000000000000000
126,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:14,292.304011300775755,-67.112378778499917,18.517798687294523,0.000000000000000
127,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:14,344.667038108066208,-67.174027706350941,18.506945384829088,0.000000000000000
128,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:14,25.720519457128404,-67.133787202300070,18.500362931396928,0.000000000000000
129,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:15,345.500134490428422,-67.027018503601568,18.512715041788624,0.000000000000000
130,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:15,25.720519457128404,-67.133722227114646,18.500490845543361,0.000000000000000
131,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:15,353.408638922907471,-67.174323828085946,18.508817276459130,0.000000000000000
132,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:15,292.304011300775755,-67.112517771207692,18.517851453193096,0.000000000000000
133,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:16,345.611189659917272,-67.027043681578206,18.512806628845336,0.000000000000000
134,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:16,290.484264541386892,-67.112657211276399,18.517903148357263,0.000000000000000
135,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:16,25.720519457128404,-67.133657251929250,18.500618760446116,0.000000000000000
136,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:16,353.408638922907471,-67.174552957916461,18.510697628544932,0.000000000000000
137,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:17,345.722629474929249,-67.027068672705298,18.512898261851838,0.000000000000000
138,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:17,290.078561265231031,-67.112797070858264,18.517953815378259,0.000000000000000
139,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:17,353.408638922907471,-67.174669240411617,18.512586944237722,0.000000000000000
140,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:17,25.720370262957971,-67.133592276743840,18.500746674401448,0.000000000000000
141,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:18,289.691980353160261,-67.112937323003862,18.518003496847129,0.000000000000000
142,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:18,345.833687165385356,-67.027093476084517,18.512989940808016,0.000000000000000
143,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:18,25.720519451359507,-67.133527300660134,18.500874589113117,0.000000000000000
144,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:18,2.048155080428558,-67.174597934794420,18.514477641169481,0.000000000000000
145,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:19,2.048155080428558,-67.174252812624758,18.516339950991011,0.000000000000000
146,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:19,25.720519451359507,-67.133462325474710,18.501002503729239,0.000000000000000
147,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:19,345.833687165385356,-67.027118091715877,18.513081664861993,0.000000000000000
148,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:19,289.324991720572484,-67.113077941662027,18.518052235354965,0.000000000000000
149,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:20,24.818997507894423,-67.173608722855491,18.518130344044330,0.000000000000000
150,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:20,345.833687165385356,-67.027142519599380,18.513173434013677,0.000000000000000
151,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:20,288.976564546977045,-67.113218905273214,18.518100073492693,0.000000000000000
152,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:20,25.720519451359507,-67.133397350289314,18.501130417397889,0.000000000000000
153,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:21,24.818997507894423,-67.172771222090532,18.519847510820387,0.000000000000000
154,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:21,288.646827105439911,-67.113360188684567,18.518147053851262,0.000000000000000
155,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:21,25.720519451359507,-67.133332375103905,18.501258331822875,0.000000000000000
156,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:21,345.833687165385356,-67.027166758836700,18.513265248262982,0.000000000000000
157,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:22,288.336238816058199,-67.113501770336569,18.518193219021491,0.000000000000000
158,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:22,25.720370257189103,-67.133267399918509,18.501386246152315,0.000000000000000
159,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:22,346.280551254297734,-67.027190808529525,18.513357106758026,0.000000000000000
160,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:22,24.818997507894423,-67.171707988925590,18.521448050700705,0.000000000000000
161,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:23,25.720519451359507,-67.133202424733071,18.501514159534310,0.000000000000000
162,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:23,38.745745465466129,-67.170459135858323,18.522923714061115,0.000000000000000
163,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:23,288.043689353784316,-67.113643630466242,18.518238610742422,0.000000000000000
164,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:23,346.392489134375978,-67.027214670474493,18.513449010350573,0.000000000000000
165,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:24,25.720519451359507,-67.133137448649364,18.501642072820733,0.000000000000000
166,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:24,346.503925758956939,-67.027238342874952,18.513540957336904,0.000000000000000
167,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:24,287.769293636028124,-67.113785747514058,18.518283272456593,0.000000000000000
168,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:24,38.745745465466129,-67.169076564883568,18.524288435736921,0.000000000000000
169,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:25,287.514025847178289,-67.113928103513686,18.518327245051033,0.000000000000000
170,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:25,346.616125774542468,-67.027261826629271,18.513632947716903,0.000000000000000
171,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:25,43.848559990696671,-67.167601055049303,18.525562979351257,0.000000000000000
172,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:25,25.720519451359507,-67.133072473463969,18.501769986863504,0.000000000000000
173,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:26,50.364616181758535,-67.166063791390286,18.526770327430441,0.000000000000000
174,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:26,346.728802159832469,-67.027285119940728,18.513724981490562,0.000000000000000
175,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:26,287.276114970092181,-67.114070679600545,18.518370571968205,0.000000000000000
176,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:26,25.720519451359507,-67.133007498278545,18.501897900810679,0.000000000000000
177,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:27,50.364616181758535,-67.164489547660992,18.527934166152956,0.000000000000000
178,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:27,287.056677998658984,-67.114213458706615,18.518413294946935,0.000000000000000
179,,6,60.000000000000000,16.666666666666668,u""Badger1"",9/15/2020 10:06:27,26.493859335049500,-67.132942523093149,18.502025813810420,0.000000000000000
180,,4,40.000000000000000,11.111111111111111,u""Neptune1"",9/15/2020 10:06:27,346.840383546220778,-67.027308223707720,18.513817057805941,0.000000000000000
181,,1,800.000000000000000,222.222222222222229,u"" Sparrow1"",9/15/2020 10:06:28,52.056083130902238,-67.162899860983927,18.529079024235841,0.000000000000000
182,,5,60.000000000000000,16.666666666666668,u""Mako1"",9/15/2020 10:06:28,286.855028928778324,-67.114356422865598,18.518455455725881,0.000000000000000
